windows	14	3,3,3,56,56,56,36,56,56,3,3	
windows	12	-2417715,-34102416,-24956568,8945118,33034924,-8116975,-619809,9569600,4331591,-50670620,-43627104,-26314544,6957144,39497832,14944800,-41571675,-28098594	-134944518,-125569659,-51969411,-12068043,-62584836,-123718354
prefix	0	67,67,26,67,26,-65,26,67,26,26,26,26,-65,26	67,134,160,227,253,188,214,281,307,333,359,385,320,346
windows	3		
prefix	0	2,-3,2,2,-7,2,-3,-3,-3,-3,2,-7,-7,2,-3,2,-7,2,2,2,2	2,-1,1,3,-4,-2,-5,-8,-11,-14,-12,-19,-26,-24,-27,-25,-32,-30,-28,-26,-24
diff	0	14409208,-3762072,-11465610,54796948,-21220596,2056825,-18922140,-16951636,-28666080,-17993304,-9183580,-581680,6546602,-44734158,-10476708,17555675,-8031037,-24160752,-69164295,1442322,6557544	-18171280,-7703538,66262558,-76017544,23277421,-20978965,1970504,-11714444,10672776,8809724,8601900,7128282,-51280760,34257450,28032383,-25586712,-16129715,-45003543,70606617,5115222
sum	0	-114657,-37933136,2188368,-21579393,44883234,-29726280,2360190,17544446,-19365408,5246124,-45719955,-322880,-2694236,-25525224,-1376712,-10075401,-3855400,5680380,501128,22578180,-34703760	-132010392
rotate	5	-18,29	29,-18
diff	0	-11090280,-2406784,30530448,-5874686,17882592,21215370,9734538,17096700,-57237656	8683496,32937232,-36405134,23757278,3332778,-11480832,7362162,-74334356
diff	0	37,37,6,6,-66,37,37,37,37,37,-66,-66,37,-66,-66,-66	0,-31,0,-72,103,0,0,0,0,-103,0,103,-103,0,0
unique	0	-58,-55,-64	-64,-58,-55
reverse	0	-21452946,-634846,12208035,58860970,3173310,-13890996,-46048080,52034880,-28385760,-77274080,-3283362,-46162278,-1660028,32741224,16279060,-7738984,1647198,-12840134,18285660,18624060	18624060,18285660,-12840134,1647198,-7738984,16279060,32741224,-1660028,-46162278,-3283362,-77274080,-28385760,52034880,-46048080,-13890996,3173310,58860970,12208035,-634846,-21452946
prefix	0		
runs	0	54,29,11,-60,-11,0,-41,-19,35	54,1,29,1,11,1,-60,1,-11,1,0,1,-41,1,-19,1,35,1
windows	17	-71,-63,-58,-50,-29,-6,7,8,12,13,20,29,37,69,72	
unique	0	-72,10,0,43	-72,0,10,43
unique	0	45148865,43685184,-20533158,-23550120,7843041,-12478128,-22145642,19211650,24745700	-23550120,-22145642,-20533158,-12478128,7843041,19211650,24745700,43685184,45148865
sum	0		0
runs	0	-75,-75,-75,-75,-75,-75,-75,-75,-75,-75	-75,10
bound	-77	2,25,44,75	0
bound	17	62,22,18,5,-17,-77	3
rotate	8	37,37,37,37,37,37,37,37,37,37,37	37,37,37,37,37,37,37,37,37,37,37
prefix	0	44,65,15	44,109,124
diff	0	-46,-46,-34,-32,-27,19,69,71,79	0,12,2,5,46,50,2,8
windows	17	-30,0,0,0,0,32,9,0,0,0,-42	
unique	0	-54,37,-65,76,-71,37,-19	-71,-65,-54,-19,37,76
prefix	0	-78,64,-50,56,-18,20,-77,0,-70,19,-55,48,-23,3,-14	-78,-14,-64,-8,-26,-6,-83,-83,-153,-134,-189,-141,-164,-161,-175
unique	0	-33,-45,11,48,53,26,77,49,-27,-18,-73,-74	-74,-73,-45,-33,-27,-18,11,26,48,49,53,77
rotate	4	50,50,50,50	50,50,50,50
bound	86	-54,0,-66,0,0,0,0,0,55,0	10
bound	35	49338965,13445828,-4692844,308890,20678526,-12391938,-383288,-9823333,-21664859,1415778,-20306256,-44564137,-12553506,-19053279,17972229,21642282,45598828,36884379	9
unique	0	-43,58,-4,36,-16,5,-67,35,-50,3,-21	-67,-50,-43,-21,-16,-4,3,5,35,36,58
