prefix	0	79,19,-26,-52,-73	79,98,72,20,-53
bound	-37	54,-26,24	0
bound	30	36,68,-46,-46,-46,36,-46,-46,68,68,-46,36	6
prefix	0	-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37	-37,-74,-111,-148,-185,-222,-259,-296,-333,-370,-407,-444,-481,-518,-555,-592,-629,-666
prefix	0	-32,73,-20,80,-36,51,-46,20,-6,45,-34,4	-32,41,21,101,65,116,70,90,84,129,95,99
windows	9	-65,-22,-21,52	
clamp	68	0,0,0,0,0,0,0,0,0,0,0,71,0,-23,0,0,0,0,0,15,0,0	0,0,0,0,0,0,0,0,0,0,0,68,0,-23,0,0,0,0,0,15,0,0
sum	0	-33,36,-22,-22,-22,-22,36,-33,-33,-22,36,36	-65
clamp	70	-69,36	-69,36
reverse	0	45	45
rotate	2	45,18,-29,69,-74,-60,37	-29,69,-74,-60,37,45,18
windows	17	-20844925,-17856670,23357673,49693104,-13153260,-9581750,19557310,12969728,-28889172,-47357596,27529796,-53691652,-21654400,6020604,621725,21983653	
runs	0	-4,14,-27,31,-62,6	-4,1,14,1,-27,1,31,1,-62,1,6,1
diff	0	11,-33	-44
sum	0	-33,50,-2,1,-30,38,-31,34,-49,3,-68,5,-41	-123
rotate	14	11,11,11,2,11,77,2,11,2,2,11,2	11,2,11,77,2,11,2,2,11,2,11,11
reverse	0	-73,-67,-62,-58,-26,-25,-20,-18,-16,-11,-9,-4,8,22,52,52	52,52,22,8,-4,-9,-11,-16,-18,-20,-25,-26,-58,-62,-67,-73
clamp	9	-1,6,-16,60,-76,14	-1,6,-9,9,-9,9
runs	0	-70,52,-2,33,-2,75,-8,58,-53,60,-14,33,-4,39,-78,42,-56,3,-37,5,-39,27	-70,1,52,1,-2,1,33,1,-2,1,75,1,-8,1,58,1,-53,1,60,1,-14,1,33,1,-4,1,39,1,-78,1,42,1,-56,1,3,1,-37,1,5,1,-39,1,27,1
unique	0		
clamp	36	52,52,52,52,52	36,36,36,36,36
sum	0	-75,-75,5,-75,5,5,-75,5,13,5,5,-75,5,-75,-75,5,13,-75,-75	-609
prefix	0	77,49,-41,-61	77,126,85,24
diff	0	6,19,-53,-43	13,-72,10
runs	0	-78,62	-78,1,62,1
bound	55	-79,-72,-70,-48,-45,-34,-32,-14,-10,1,9,10,16,17,42,53,64,70,72	16
diff	0	-76,-49,-49,-48,-45,-43,-32,-29,-18,-16,28,46	27,0,1,3,2,11,3,11,2,44,18
sum	0	-45,-45,-45	-135
unique	0	78,76,75,75,62,36,34,26,23,0,-3,-11,-42,-43,-60,-62,-66,-69,-80	-80,-69,-66,-62,-60,-43,-42,-11,-3,0,23,26,34,36,62,75,76,78
sum	0	40,30,-7,-62,-74	-73
bound	-44	-80,56,-35,30,-65,78,-13,20	2
prefix	0	-22,66,-27,29,-61,49	-22,44,17,46,-15,34
