sum	0	-78,-57,-46,-43,-9,22,24,26,31,32,37,44,45,47,51,63,77	266
rotate	18	0,0,-26,13,-50,-73,-18,0,0,48,-32,0,0,0,0,0	-26,13,-50,-73,-18,0,0,48,-32,0,0,0,0,0,0,0
runs	0	74,73,66,57,30,28,24,23,20,13,0,-38,-45,-57	74,1,73,1,66,1,57,1,30,1,28,1,24,1,23,1,20,1,13,1,0,1,-38,1,-45,1,-57,1
reverse	0	-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52	-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52
prefix	0	-33,-33,-33,-33,-33,9,25,-33,25,25,25,9,-33,9	-33,-66,-99,-132,-165,-156,-131,-164,-139,-114,-89,-80,-113,-104
unique	0	53,38,37,29,25,22,16,7,-17,-18,-26,-27,-30,-36,-39,-43,-46,-49,-60,-74	-74,-60,-49,-46,-43,-39,-36,-30,-27,-26,-18,-17,7,16,22,25,29,37,38,53
sum	0	76,40,35,27,26,21,-14,-49,-72,-75	15
diff	0	12,-7,-22	-19,-15
windows	15	50,47,43,0,-3,-22,-38,-39,-51	
runs	0	34,34,34,34,34,34,34,34,34,34,34	34,11
rotate	10	-77,-63,-38,68,-29,-8,-66,-60,25,-30,53,-52,9,49,10	53,-52,9,49,10,-77,-63,-38,68,-29,-8,-66,-60,25,-30
windows	5	-7,48,73,48,48,73,73,-7,73	210,290,315,235,260
unique	0	-1,-4,-4,67,-4,-1,-1,67,-4,67,67,-1,-4,-4,67,-4	-4,-1,67
sum	0	0,0,0,0,0,0,0,0,0,0,0,0,42,24,0,0,0,0,0,-47,0	19
windows	7	55,54,34,33,33,26,20,18,15,14,12,11,11,6,-25,-25,-35,-43,-62,-70,-72	255,218,179,159,138,116,101,87,44,4,-45,-100,-173,-254,-332
reverse	0	-15,39,-29,70,-4,75,-28,25,-17,6,-28,53,-20,77	77,-20,53,-28,6,-17,25,-28,75,-4,70,-29,39,-15
prefix	0	-21,54,5,-60,-59,54,-20,-75,-40,57,20,11,5,57,43,2,-13,-1,42	-21,33,38,-22,-81,-27,-47,-122,-162,-105,-85,-74,-69,-12,31,33,20,19,61
prefix	0	22,-64,-64,22,-64,46,46,-64,46,-64,22,-64,-64,22	22,-42,-106,-84,-148,-102,-56,-120,-74,-138,-116,-180,-244,-222
unique	0	-45,13,-51,33,-54	-54,-51,-45,13,33
runs	0	34,-28,-72,34,-72,-28,-28,-72,-72,-28,-72,-28,-72,34	34,1,-28,1,-72,1,34,1,-72,1,-28,2,-72,2,-28,1,-72,1,-28,1,-72,1,34,1
sum	0	-45257502,38416640,-32910434,9947098	-29804198
windows	14	67,60,59,37,33,20,15,14,9,1,-1,-5,-49,-55,-68	205,70
prefix	0	-78,-1,37,54	-78,-79,-42,12
rotate	3	75,72,70,57,57,52,51,47,44,40,8,-3,-6,-20,-48,-51,-52	57,57,52,51,47,44,40,8,-3,-6,-20,-48,-51,-52,75,72,70
clamp	41	-25266618,-71395302,50791762,-1759360,-9292254,-13864788,-19682125,778284,12719702,-2805426,-3201916,3084655,17959104,26471280,52232925,-37269769,15411818,-9829875,136721	-41,-41,41,-41,-41,-41,-41,41,41,-41,-41,41,41,41,41,-41,41,-41,41
windows	18	42,-71,53,-29,4,-35,15,8,12,64,44,51,-25,66,77,23,-32,74,33,23,-50,-80	341,332,426,323,272
diff	0	46,25,-20,0,0,0,0,66,0,0,-29,0,0,0	-21,-45,20,0,0,0,66,-66,0,-29,29,0,0
prefix	0	-10,-54,39	-10,-64,-25
bound	-32	-48,51,34,-48,34,-48,-48,34,34	4
windows	14	-22,-22,-22,-22,-22,-22,-22,-22	
rotate	11	-14,-14,-14,75	75,-14,-14,-14
rotate	23	0,0,0,0,0,-36,0,-35,0,-4,40,35,0,54,0	0,-4,40,35,0,54,0,0,0,0,0,0,-36,0,-35
