clamp	78	37,45,-37	37,45,-37
reverse	0	63,30,-2	-2,30,63
diff	0	75,66,66,60,49,30,26,24,22,18,-19,-26,-26,-27,-27,-31,-34	-9,0,-6,-11,-19,-4,-2,-2,-4,-37,-7,0,-1,0,-4,-3
rotate	4	-3053540,-2881612,17459208,-26993340,5302200,-9557208,-50485508	5302200,-9557208,-50485508,-3053540,-2881612,17459208,-26993340
rotate	19	0,0,0,0,0,0,-59,0,-52,-5,-7,0,-71,0,45,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,-59,0,-52,-5,-7,0,-71,0,45,0,0,0,0
rotate	6	76,-59,-59,-32,-32,-59,-32,-32,76,76,76,76,-32,76,-32,76,76,-59,-59	-32,-32,76,76,76,76,-32,76,-32,76,76,-59,-59,76,-59,-59,-32,-32,-59
bound	54	75,60,55,55,45,37,36,15,7,3,-6,-19,-30,-47,-58,-58,-61,-61	14
diff	0	76,76,76,76,76,76,76,76	0,0,0,0,0,0,0
runs	0	-79,-72,-69,-55,-30,-26,1,6	-79,1,-72,1,-69,1,-55,1,-30,1,-26,1,1,1,6,1
unique	0	-57,-74,48,-43,-6	-74,-57,-43,-6,48
clamp	20	-59,44,-52,29,-62,18,-80,6,-7,50,-37,65	-20,20,-20,20,-20,18,-20,6,-7,20,-20,20
prefix	0	-56,-28,-6,57,-11,-61,63,-65,-29,66,-61,-24,19,-65	-56,-84,-90,-33,-44,-105,-42,-107,-136,-70,-131,-155,-136,-201
runs	0	-52	-52,1
diff	0	-20,-40,-18	-20,22
windows	11	-39,59,-57	
bound	-86	-52,39,-67,61	0
rotate	7	-3631064,534311,56943501,-2163954,-6183800,43258024,-7559410,23094875	23094875,-3631064,534311,56943501,-2163954,-6183800,43258024,-7559410
windows	9	-79,-78,-70,-69,-66,-63,-57,-52,-45,-37,-27,-22,-15,-10,15,16,39,42,45,57,58,77	-579,-537,-486,-438,-384,-328,-250,-177,-86,1,83,167,247,339
windows	2	-30,7,-18,-41,23,-71,11,-17,-32,-41	-23,-11,-59,-18,-48,-60,-6,-49,-73
windows	3		
prefix	0	25,-62,4,-61	25,-37,-33,-94
prefix	0	18,12,60	18,30,90
runs	0	43,51,-59,-50,5,26,3,32,54,-79,-46,32,-70,-57,80,-17,-4,-47,-26,-52,30,-61	43,1,51,1,-59,1,-50,1,5,1,26,1,3,1,32,1,54,1,-79,1,-46,1,32,1,-70,1,-57,1,80,1,-17,1,-4,1,-47,1,-26,1,-52,1,30,1,-61,1
prefix	0	0,0,0,-66,0,0,-30,0,0	0,0,0,-66,-66,-66,-96,-96,-96
runs	0	-366194,-18142530,-17258928,18707070,-15599680,4736673,13716216,40927744,0,27949437,-5880224,-6069118,-38355705,45270904,965538,-3929060,15878293,25496046,11420940,35476849,-2447520,-24871197	-366194,1,-18142530,1,-17258928,1,18707070,1,-15599680,1,4736673,1,13716216,1,40927744,1,0,1,27949437,1,-5880224,1,-6069118,1,-38355705,1,45270904,1,965538,1,-3929060,1,15878293,1,25496046,1,11420940,1,35476849,1,-2447520,1,-24871197,1
unique	0	-17,58,-72,68,-21,-54,-18,-68,-7	-72,-68,-54,-21,-18,-17,-7,58,68
diff	0	-22,-28	-6
runs	0	0,-8784384,42376905,1862080,-31530426,1871688,56026080,40537707,-28515834,1433520,-5182576,-33100280	0,1,-8784384,1,42376905,1,1862080,1,-31530426,1,1871688,1,56026080,1,40537707,1,-28515834,1,1433520,1,-5182576,1,-33100280,1
prefix	0	-65,-41,-38,-37,-36,-24,-4,-3,36,48,51,53,78	-65,-106,-144,-181,-217,-241,-245,-248,-212,-164,-113,-60,18
reverse	0	1,17	17,1
unique	0	-62,-60,28	-62,-60,28
prefix	0	-41,66,-10,6,-31,9,-38,1,-30	-41,25,15,21,-10,-1,-39,-38,-68
