diff	0	-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
windows	3	50,39,29,22,4,-5,-13,-34,-60	118,90,55,21,-14,-52,-107
reverse	0	-4009474,2359745,2741486,-20795001,3770130,58007104	58007104,3770130,-20795001,2741486,2359745,-4009474
unique	0	27,46,-67,28,66,-23	-67,-23,27,28,46,66
diff	0	32,47	15
reverse	0	-6791609,-7294180,-37658283,3103527,19820050,-14370960,-61991616,16982255,-38481336,-5222700,2699760,-4331630,-39012197,-5876880,39512574,-45331840,11735508	11735508,-45331840,39512574,-5876880,-39012197,-4331630,2699760,-5222700,-38481336,16982255,-61991616,-14370960,19820050,3103527,-37658283,-7294180,-6791609
windows	2	36,-67,-22,49,-33,70,11,30,21,15,16,-78,74,-47	-31,-89,27,16,37,81,41,51,36,31,-62,-4,27
bound	-29	62,-54,19	1
runs	0	41,41,41,41,41,41,41,41,41	41,9
clamp	67	65,63,36,2,-40	65,63,36,2,-40
clamp	46	-51,0,0,-57,0,0,0,0,0,65,58,0,1,0,-71,0,0	-46,0,0,-46,0,0,0,0,0,46,46,0,1,0,-46,0,0
runs	0	-79,-64,-40,-20,-7,7,10,12,19,24,27,28,34,35,37,50,66,67,77,79	-79,1,-64,1,-40,1,-20,1,-7,1,7,1,10,1,12,1,19,1,24,1,27,1,28,1,34,1,35,1,37,1,50,1,66,1,67,1,77,1,79,1
unique	0	-44,-33,-15	-44,-33,-15
sum	0	-40,3,-30,47,-78,14,-16	-100
windows	5	-28,-28,-28,-28,-28,-28,-28,-28,-28,-28,-28,-28,-28,-28,-28	-140,-140,-140,-140,-140,-140,-140,-140,-140,-140,-140
reverse	0	0,0	0,0
reverse	0	-75,-60,-57,-51,-35,-33,-29,-10,-1,2,15,22,23,26,30,33,71,76	76,71,33,30,26,23,22,15,2,-1,-10,-29,-33,-35,-51,-57,-60,-75
reverse	0	0,0,0,0,0,-37,0,0,0,0,0,0,0,0,0,18,0,0,0,0	0,0,0,0,18,0,0,0,0,0,0,0,0,0,-37,0,0,0,0,0
bound	-71	-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60	0
clamp	60	54,29,24,10,-1,-8,-9,-21,-38	54,29,24,10,-1,-8,-9,-21,-38
windows	6	-34	
prefix	0	55,-65,55,-40,-65,55,55	55,-10,45,5,-60,-5,50
rotate	4	19,-66,-1,-35	19,-66,-1,-35
rotate	4	-76,-36	-76,-36
rotate	23	-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37	-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37
runs	0	0,-6,0,0,0,0	0,1,-6,1,0,4
bound	-43	52,52,-25,61,-25,-25,61,61,-25,-25,52,52,-25,52	0
runs	0	61,55,53,32,26,10,3,1,-17,-42,-46,-57,-58,-72,-72	61,1,55,1,53,1,32,1,26,1,10,1,3,1,1,1,-17,1,-42,1,-46,1,-57,1,-58,1,-72,2
rotate	15	0,77,0,0,0,0,0,0,0,59,-77,0,1,0	77,0,0,0,0,0,0,0,59,-77,0,1,0,0
unique	0	39740250,-6992099,4222392,-5988256,0,7111600,53391120,-5765440,6076584,15627471,-7658704,-19053840,34327638,-42264650,12043188,9425700,0,-4869108,12460425	-42264650,-19053840,-7658704,-6992099,-5988256,-5765440,-4869108,0,4222392,6076584,7111600,9425700,12043188,12460425,15627471,34327638,39740250,53391120
diff	0	-54,12,45	66,33
unique	0	28,-2,25,-39,-27,-57,-36,45,16,37,-19,-61	-61,-57,-39,-36,-27,-19,-2,16,25,28,37,45
