sum	0	0,0,0,0,0,-41,0,0,0	-41
diff	0	0,71,0,0,0,0,0,0,-46,0,0,0,0,0,0,0,0,0,0	71,-71,0,0,0,0,0,-46,46,0,0,0,0,0,0,0,0,0
rotate	18	7937655,51306816,7285554,7241193,61215847,7786848,22837500,53249100,-30167580,-11030032,-14519470,22406608,-36533910,-1666868,-19958336,24885350,67984686,14223090,-3511000,4219600,-45097602	-3511000,4219600,-45097602,7937655,51306816,7285554,7241193,61215847,7786848,22837500,53249100,-30167580,-11030032,-14519470,22406608,-36533910,-1666868,-19958336,24885350,67984686,14223090
sum	0	-62,-60,-36,-8,49	-117
runs	0	-50,72,0,0,0,0,0,-53,0,0,0,0,0,0,-65,0,0,0,0,0	-50,1,72,1,0,5,-53,1,0,6,-65,1,0,5
unique	0	36,36,36,36,36	36
clamp	39	-19833690,-7339080,-20158800,-21950334,3652520,36046692,-12099886,18909520,-12515360,50075010,-4925825,23172356,-38569564,-10570734,-52850590,-7988592	-39,-39,-39,-39,39,39,-39,39,-39,39,-39,39,-39,-39,-39,-39
windows	2	-44,-31,0,0,0,0,0,-67,0	-75,-31,0,0,0,0,-67,-67
diff	0	-42,19,17,41,-13,34,53,57,-37,50,66,44,69	61,-2,24,-54,47,19,4,-94,87,16,-22,25
windows	10	-22,76,-22,-22,44	
sum	0	-74,-61,-52,-25,-20,0,10,11,17,30,58,63,69	26
clamp	31	-4,58,-75,78,-12,14,-15,13,-54,54,-53,19,-29,16,-50,25,-15,48,-61,5,-8	-4,31,-31,31,-12,14,-15,13,-31,31,-31,19,-29,16,-31,25,-15,31,-31,5,-8
diff	0	61,0,0,0,0,0,0,-19,0,0	-61,0,0,0,0,0,-19,19,0
clamp	75	0,0,59,0,0,0,0,0,0,0,0,78,0,0,-61,0	0,0,59,0,0,0,0,0,0,0,0,75,0,0,-61,0
runs	0	-33,62,-70,25,-20,67,-8,18,-62,30,-66,72	-33,1,62,1,-70,1,25,1,-20,1,67,1,-8,1,18,1,-62,1,30,1,-66,1,72,1
rotate	4	-33,-35,-8,-33,-35,-35,-8,-8,-8,-35,-35,-35,-35,-33,-35,-8,-33,-8,-8,-33	-35,-35,-8,-8,-8,-35,-35,-35,-35,-33,-35,-8,-33,-8,-8,-33,-33,-35,-8,-33
sum	0	-38,-26,17,28,-50,-9,-71,-37,-77,-25,76,75,53,-64,-41,22,46	-121
bound	55	-15,-7,50,-25,11,4,-64,-78,-48,75,16,41,77,62,-39,-72,26,-2	15
unique	0	71,48,29	29,48,71
unique	0	-27,-24,-70,-29,-75,49,-80,-22,-13,10,57,39,-66,-71,4,-28,73	-80,-75,-71,-70,-66,-29,-28,-27,-24,-22,-13,4,10,39,49,57,73
bound	80	-15,-19,68,-21,18,16,-52,52,35,74,-44,52,-41,-6,53,-71,-68,-75,52,-63,-42,74	22
prefix	0	52,52,51,51,51,52,52,51,51,52,51,52,51,51,52,51,17,52,52,51,52	52,104,155,206,257,309,361,412,463,515,566,618,669,720,772,823,840,892,944,995,1047
reverse	0	-60,-28,-20,13,19	19,13,-20,-28,-60
windows	6	43,43,43,43,43	
reverse	0	1442832,4609780	4609780,1442832
reverse	0	21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21	21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
sum	0	4,4,4,4,4,4,4,4,4,4,4	44
diff	0	70,70,70,70,70,70,70,70,70,70	0,0,0,0,0,0,0,0,0
diff	0	9,70	61
reverse	0	-74,-59,-50,-49,-41,-12,-11,-7,-3,1,5,16,21,22,23,36,41,49,53,61,74	74,61,53,49,41,36,23,22,21,16,5,1,-3,-7,-11,-12,-41,-49,-50,-59,-74
windows	3	0,0,-31,0,0,0,0,0,0	-31,-31,-31,0,0,0,0
bound	-75	45,45,45,45,45,45,45	0
