reverse	0	-56,17,-27,46,-37,40,-19,49,-10	-10,49,-19,40,-37,46,-27,17,-56
prefix	0	76,57,47,31,0,-10,-10,-16,-50,-53,-62,-74	76,133,180,211,211,201,191,175,125,72,10,-64
runs	0	-21766380,-6829325,-2281194,-40896070,55288534,-31690960,21008988,28963936,18318900,-1274640,2470860,-18956725,-22265793,0,202476,32970822,33392340,-18150092,12078132	-21766380,1,-6829325,1,-2281194,1,-40896070,1,55288534,1,-31690960,1,21008988,1,28963936,1,18318900,1,-1274640,1,2470860,1,-18956725,1,-22265793,1,0,1,202476,1,32970822,1,33392340,1,-18150092,1,12078132,1
diff	0	-39	
runs	0	80,48,40,30,26,-1,-49,-52,-63	80,1,48,1,40,1,30,1,26,1,-1,1,-49,1,-52,1,-63,1
windows	15	-75,66,-8,2,-25,45,-19	
unique	0	0,0,0,0,-1,0,0,0,0,0,-76,-36,0,0,0,0,0,0,25,0,0	-76,-36,-1,0,25
bound	-64	-77,7,7	1
reverse	0	7,55,55,-38,54,43,-23,-70,-16,42,-77,76,-22,-1,-49,16,38,-45,-56,-68,9,43	43,9,-68,-56,-45,38,16,-49,-1,-22,76,-77,42,-16,-70,-23,43,54,-38,55,55,7
sum	0	-58,-21,-6,59,72,73	119
prefix	0	0,36,-21,59	0,36,15,74
unique	0	-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78	-78
reverse	0	0,-62,0,0,0,0,0,0	0,0,0,0,0,0,-62,0
reverse	0	75,58,53,46,6,3,-2,-9,-9,-35,-36,-39	-39,-36,-35,-9,-9,-2,3,6,46,53,58,75
sum	0	5128570,-6827080	-1698510
rotate	7	-13,46,-36,72,-76,13,-75,26,-23,36,-17,27,-22,12,-75	26,-23,36,-17,27,-22,12,-75,-13,46,-36,72,-76,13,-75
diff	0	-17,5,50	22,45
unique	0	44786954,23185273,38908962,-5497440,-575918,-2154128,-8848620,-34958412,1565214,20649186,1550780,-24232780	-34958412,-24232780,-8848620,-5497440,-2154128,-575918,1550780,1565214,20649186,23185273,38908962,44786954
sum	0	-78,-77,-49,-48,-39,-32,-10,-2,-1,3,3,18,22,28,35,35,37,48,56,66,72,77	164
rotate	11	76,33,29,-16,-33,-36,-51,-78	-16,-33,-36,-51,-78,76,33,29
windows	6	0,0,0,0,0	
windows	21	7,-38,23,55,-76,-70,53,-60,26,11,-10,-1,-41,44,36,70,-46	
diff	0	-72,-69,-61,-53,-52,-46,-38,-2,1,35,37,39,39,65,72,75,79	3,8,8,1,6,8,36,3,34,2,2,0,26,7,3,4
prefix	0	-76	-76
reverse	0	11,-51,42,-18,-41,44	44,-41,-18,42,-51,11
diff	0	77,48,-7,-9,-19,-26,-39,-45,-47,-54,-69,-72,-76	-29,-55,-2,-10,-7,-13,-6,-2,-7,-15,-3,-4
windows	7	-19,9,3	
reverse	0	38,-5	-5,38
reverse	0	-50,-80,64,-5,65,-35,54,31,50,63,41,39,-16,8,13,46,11,-75,22	22,-75,11,46,13,8,-16,39,41,63,50,31,54,-35,65,-5,64,-80,-50
prefix	0	-80,-68,-67,-50,14,24,55	-80,-148,-215,-265,-251,-227,-172
runs	0	-35,25,-34,57,-71,15,-4,56,-7,38,-13,63,-1,39,-77,68,-62,16,-7,51,-79,30	-35,1,25,1,-34,1,57,1,-71,1,15,1,-4,1,56,1,-7,1,38,1,-13,1,63,1,-1,1,39,1,-77,1,68,1,-62,1,16,1,-7,1,51,1,-79,1,30,1
unique	0	38,-17,-35,-51,-77	-77,-51,-35,-17,38
