prefix	0	-80,-68,-56,-47,-34,-27,-6,-5,2,16,17,21,47,47,50,51,56	-80,-148,-204,-251,-285,-312,-318,-323,-321,-305,-288,-267,-220,-173,-123,-72,-16
windows	3	-17,12,-13,6,-18,18,-42,51,-13,20,-75,65,-11,19,-40,69,-41,30,-7	-18,5,-25,6,-42,27,-4,58,-68,10,-21,73,-32,48,-12,58,-18
rotate	11	-9,11,-57	-57,-9,11
clamp	70	50,50,50,50,50,50,50,50	50,50,50,50,50,50,50,50
runs	0	-14,49,-57,10,-15,44,-1,49,-24,21,-1,60,-73	-14,1,49,1,-57,1,10,1,-15,1,44,1,-1,1,49,1,-24,1,21,1,-1,1,60,1,-73,1
windows	18	35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35	630,630,630,630,630
unique	0	-79,-54,-51,-39,-31,-25,20,26,41,52,54,56,58,76	-79,-54,-51,-39,-31,-25,20,26,41,52,54,56,58,76
clamp	48	69,-62,56,75	48,-48,48,48
prefix	0	34,34,34,34,34,34,34,34,34	34,68,102,136,170,204,238,272,306
reverse	0	-21833457,56094660,39613860,24725120,11431956,6591974,30375840,-22745436,8283718,2532898	2532898,8283718,-22745436,30375840,6591974,11431956,24725120,39613860,56094660,-21833457
prefix	0	-29,58,-22,10,-55,47,-33,65,-33,73,-5,75,-63,63,-77,6,-55,10,-1,22,-48,14	-29,29,7,17,-38,9,-24,41,8,81,76,151,88,151,74,80,25,35,34,56,8,22
bound	-69	18624581,16537521,-21133977,-13809870,17594251,-12008000,-5012630,-32441236,2939973,-8232140,14682098,35560492,-6230642	7
reverse	0	-74,-65,-64,-62,-59,-58,-48,-29,-22,20,28,38,61,68,77	77,68,61,38,28,20,-22,-29,-48,-58,-59,-62,-64,-65,-74
prefix	0	-12,58,-61,59,-57,33,-1,28,-25,46,-33,26,-52	-12,46,-15,44,-13,20,19,47,22,68,35,61,9
runs	0	0,0,0,0,0,0,-47,0	0,6,-47,1,0,1
bound	-35	-72,-72,-63,-53,-41,-37,-16,-1,-1,-1,3,19,31,37,44,53,54,55,66,77,80	6
unique	0	-9,20,-15,35,-65,37,-14,53,-52,52,-47,61,-50,80	-65,-52,-50,-47,-15,-14,-9,20,35,37,52,53,61,80
diff	0	-16,60,70,15,47,-50,-49,-80,80	76,10,-55,32,-97,1,-31,160
clamp	53	-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35	-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
prefix	0	-67,-36,37,-37,67,59,53,41,42,22,8,30,-9,-32,-10,50,-47,-62,50,16	-67,-103,-66,-103,-36,23,76,117,159,181,189,219,210,178,168,218,171,109,159,175
reverse	0	33,33,33,33,33,33,33,33,33,33	33,33,33,33,33,33,33,33,33,33
windows	15	-34,20,-77,69,-12,67,-15,74	
unique	0	0,0,-78,0,58,-58,0,0,0,54	-78,-58,0,54,58
diff	0	-65,63,28,-40,21,-76,12,-31,-53,-19,-43	128,-35,-68,61,-97,88,-43,-22,34,-24
diff	0	53,21,-2	-32,-23
diff	0	61	
sum	0	-72,-6,10,25,74	31
runs	0	3,0,27,0,0,-22,0,0	3,1,0,1,27,1,0,2,-22,1,0,2
clamp	59	-46,32,32,32,54,-46,32,-46,54,32,54,32,-46,54,32,32	-46,32,32,32,54,-46,32,-46,54,32,54,32,-46,54,32,32
sum	0	56,39,12,12,-70,28,78,39,14,14,-51,-35,80,63,14,1,74,-7,-30,-9	322
rotate	2	71984278,-10859388,12808227,29223024,-4710882,-6286744,894504,44519440,-2170443,-69962940,-7822035,16730912,22644673,63860020,27402560	12808227,29223024,-4710882,-6286744,894504,44519440,-2170443,-69962940,-7822035,16730912,22644673,63860020,27402560,71984278,-10859388
reverse	0	-9,41	41,-9
