rotate	4	42,60,42,42,25,42,60,25,25,42,25,25,25,42,60,42,42	25,42,60,25,25,42,25,25,25,42,60,42,42,42,60,42,42
diff	0	-74,-75,-16,43,-43,-19	-1,59,59,-86,24
diff	0	79,78	-1
diff	0	-74,-69,-64,-53,-51,-46,-18,-11,6,21,44,44,47,58,66	5,5,11,2,5,28,7,17,15,23,0,3,11,8
prefix	0	-1009568,-38062482,41681406,-32529482,37553520,14316210,7795480,-29314250,3241434,-27876540,19418544	-1009568,-39072050,2609356,-29920126,7633394,21949604,29745084,430834,3672268,-24204272,-4785728
unique	0	69,65,63,20,8,6,-5,-9,-27,-31,-35,-40,-47,-54,-57,-57,-72,-76	-76,-72,-57,-54,-47,-40,-35,-31,-27,-9,-5,6,8,20,63,65,69
sum	0	-46,-46,26,-46,26,26	-60
prefix	0	19,13,-61,19,-61,19,13,-61,-61,-61	19,32,-29,-10,-71,-52,-39,-100,-161,-222
runs	0	-5,70,-58,65,-15,73,-54,51,-7,71,-45,22,-64,31	-5,1,70,1,-58,1,65,1,-15,1,73,1,-54,1,51,1,-7,1,71,1,-45,1,22,1,-64,1,31,1
windows	0	28,17,15,13,-71,-78	
windows	12	-41,-41,-41,80,-41	
reverse	0	36,-22,-32,63,13,-26,-1,-18,4,-41,-24,-70,22,-21,-58,45,-78,-55,-19,15,8,5	5,8,15,-19,-55,-78,45,-58,-21,22,-70,-24,-41,4,-18,-1,-26,13,63,-32,-22,36
prefix	0	-43,-47,-4	-43,-90,-94
prefix	0	78,69,39,37,35,28,27,24,21,20,16,11,-8,-9,-15,-40,-42,-49,-53,-56,-76	78,147,186,223,258,286,313,337,358,378,394,405,397,388,373,333,291,242,189,133,57
prefix	0	43,43,43,43,43,43,43,43,43	43,86,129,172,215,258,301,344,387
runs	0	-58,-25,-23,-1,19,20,52,57	-58,1,-25,1,-23,1,-1,1,19,1,20,1,52,1,57,1
diff	0	75,-10,-17,23,27,-57,-74,32,-25,8,-29,55,9,-33,61,73,57,10,2,8,-39,-69	-85,-7,40,4,-84,-17,106,-57,33,-37,84,-46,-42,94,12,-16,-47,-8,6,-47,-30
unique	0	-4,-33,-58	-58,-33,-4
reverse	0	-46,47,-78	-78,47,-46
clamp	53	-74,-52,-6,6,7,10,29,35,43,44,45,49,51,55,70,72	-53,-52,-6,6,7,10,29,35,43,44,45,49,51,53,53,53
unique	0	60,26,6,5,4,-1,-18,-60	-60,-18,-1,4,5,6,26,60
runs	0	-11,38,-49,27,-37,18,-17,79,-69,66,-33,12,-29,53,-74,70	-11,1,38,1,-49,1,27,1,-37,1,18,1,-17,1,79,1,-69,1,66,1,-33,1,12,1,-29,1,53,1,-74,1,70,1
reverse	0	-49,-49,-49,-49,-49	-49,-49,-49,-49,-49
bound	30	63045824,-27614260,12270258,-13480346,20938628,-68634038	3
prefix	0	-43,-41,-28,-24,-22,-5,14,27,40,54,67,78	-43,-84,-112,-136,-158,-163,-149,-122,-82,-28,39,117
clamp	1	-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
windows	4	-63,-42,42	
unique	0	-78,40,-33,48,-59,68,-41,26,-33,62,-31,67,-41,54,-70,52,-29,10	-78,-70,-59,-41,-33,-31,-29,10,26,40,48,52,54,62,67,68
runs	0	30,30,-74,30,30,30,30,30,30,30,30,-55,30,-55,30	30,2,-74,1,30,8,-55,1,30,1,-55,1,30,1
windows	0	-56,47,-7,28,-21,68,-29,48,-10,14,-11,72	
bound	24	-5,39	1
clamp	87	42,36,23,10,-8,-25,-27,-41,-60,-70,-79,-79	42,36,23,10,-8,-25,-27,-41,-60,-70,-79,-79
