clamp	86	-26,-63,16	-26,-63,16
diff	0	0,0,-76,0,0,0,0,38,0,-55,0,-47,-27,0,0,0,0,0	0,-76,76,0,0,0,38,-38,-55,55,-47,20,27,0,0,0,0
windows	11	-60,-60,-60,-61,57	
runs	0	-30,-15,-6,25,56	-30,1,-15,1,-6,1,25,1,56,1
prefix	0	0,0,-67,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0	0,0,-67,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-55,-55
bound	86	36	1
reverse	0	-14,-14,2,-14,-14,-14,-14,2,-14,2,1,1,2,-14,-14,2,1,1,2,2,2	2,2,2,1,1,2,-14,-14,2,1,1,2,-14,2,-14,-14,-14,-14,2,-14,-14
reverse	0	-13,54,74	74,54,-13
unique	0	-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69	-69
prefix	0	-62,-54,-42,-42,-29,-23,-13,20,26,42,45,50,52,66,74	-62,-116,-158,-200,-229,-252,-265,-245,-219,-177,-132,-82,-30,36,110
unique	0	-49,-23,-54,-23,-54,-49,-23,-49,-23,-54,-54,-54,-49,-23,-23,-49	-54,-49,-23
rotate	7	-55,61,-76,66,-60,28,-63,72	72,-55,61,-76,66,-60,28,-63
diff	0	17,17,17,17,17,17,17,17,17,17,17,17,17,17,17	0,0,0,0,0,0,0,0,0,0,0,0,0,0
unique	0	-71,-65,-65,-64,-61,-39,-35,-14,-2,50,70	-71,-65,-64,-61,-39,-35,-14,-2,50,70
reverse	0	-72,-57,4,22,29,31,34,37,37,67	67,37,37,34,31,29,22,4,-57,-72
unique	0	35743992,27325450,2285624,-8404365,5510646,32584480,-41071620,-13982388,34014333,19084604,44612319,35626560,3083238,23867360,11330568,27780039,-9705525,-61660200,13315344,798076,-515520	-61660200,-41071620,-13982388,-9705525,-8404365,-515520,798076,2285624,3083238,5510646,11330568,13315344,19084604,23867360,27325450,27780039,32584480,34014333,35626560,35743992,44612319
unique	0	-8119635,-42595828,22604055,-12521190,15261246,-22161510,47322186	-42595828,-22161510,-12521190,-8119635,15261246,22604055,47322186
diff	0	15897573,33336894,-23648416,19380816,-32628456,-22405052,-39106662,1328250,4387428,39109384,4702956,12385549,5159600,36510255,23918872	17439321,-56985310,43029232,-52009272,10223404,-16701610,40434912,3059178,34721956,-34406428,7682593,-7225949,31350655,-12591383
bound	-53	-25,31,-50,49,-65	1
runs	0	-53,-52,80,80,-53,80,80,-53,80	-53,1,-52,1,80,2,-53,1,80,2,-53,1,80,1
prefix	0	-4,0,0,-79,0,0,0,0	-4,-4,-4,-83,-83,-83,-83,-83
rotate	10	46,50,18	50,18,46
windows	1	-76,-10,-76,-10	-76,-10,-76,-10
diff	0	-30,14,-74,46,-38,39,-54,8,-36,4,-46,30,-33,53,-9,25,-76,12,-49,75,-26	44,-88,120,-84,77,-93,62,-44,40,-50,76,-63,86,-62,34,-101,88,-61,124,-101
prefix	0	60,60,60,60,60,60,60,60,60,60,60,60,60,60	60,120,180,240,300,360,420,480,540,600,660,720,780,840
prefix	0	-5,-65,-44,-43,2,24,54,-79,10,-64,55,-18,64,-62,-80,72,-40,35,-66,39,45,-67	-5,-70,-114,-157,-155,-131,-77,-156,-146,-210,-155,-173,-109,-171,-251,-179,-219,-184,-250,-211,-166,-233
windows	13	71,60,51,32,28,5,-39,-47,-49,-50,-50,-64,-70,-74,-80	-122,-267,-407
prefix	0	-22,74,-45	-22,52,7
runs	0		
reverse	0	-31,-26,-3,-1,2,26,33,65	65,33,26,2,-1,-3,-26,-31
unique	0	0,62,0	0,62
runs	0	41,41,41,41,41,41,41,41,41,41,41,41,41	41,13
