reverse	0	-65,23,-44,80,-15,31,-27,60,-53	-53,60,-27,31,-15,80,-44,23,-65
clamp	43	-1941492,2348864,13695864,-6543636,56531498,9298960,-4006044,-12875838,-21459141,-6245378,14960836	-43,43,43,-43,43,43,-43,-43,-43,-43,43
clamp	9	-5,-64,-64,-5,70,-5,-64,-64,-5,-5,-5,-5,-64,-64,-5,70,-64,-64,-5,70,70,-5	-5,-9,-9,-5,9,-5,-9,-9,-5,-5,-5,-5,-9,-9,-5,9,-9,-9,-5,9,9,-5
sum	0	-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35	-595
bound	44	-55,78,-79,40,-13,41,-67,8,-72,20,-48,63,-53,35	12
diff	0	-72,15,-57,80,-29,33,-40,3,-17,42,-39,42,-40,46,-59	87,-72,137,-109,62,-73,43,-20,59,-81,81,-82,86,-105
reverse	0	59,42,31,25,18,4,2,-35	-35,2,4,18,25,31,42,59
sum	0	-73,54,-39,46	-12
runs	0	76,76,76,76,76,76,76,76,76,76,76,76,76	76,13
unique	0	-4,28,-4,-4,-66,-4,-4,28,-4,-66	-66,-4,28
clamp	72	-25,-25,12,12,75,-25,-25,12,12,12,75,75,-25,75,12,75,12,-25	-25,-25,12,12,72,-25,-25,12,12,12,72,72,-25,72,12,72,12,-25
prefix	0	41,41,35,30,24,-6,-21,-48,-48,-56,-58	41,82,117,147,171,165,144,96,48,-8,-66
prefix	0	-30,34,-78,61,-66,31,-58,22,-22,47,-69,45,-3,28,-79,73,-55	-30,4,-74,-13,-79,-48,-106,-84,-106,-59,-128,-83,-86,-58,-137,-64,-119
bound	11	78,61,55,36,15,-13,-26,-54,-63	4
reverse	0	-66,34,-66,-52,34,-66,34,-52,-66,-52,34,-52,34,34	34,34,-52,34,-52,-66,-52,34,-66,34,-52,-66,34,-66
rotate	9	-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71	-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71
sum	0	68,65,65,61,61,57,49,11,11,8,-24,-27,-28,-33,-47,-54,-64,-65,-72	42
runs	0	-53,-53,-53,-53,-53,-53,-53,-53,-53,-53,-53,-53,-53,-53,-53,-53,-53,-53	-53,18
windows	9	59,59,59,59	
diff	0	-6,0,0,0,0,0,0,0,0,-13,0,0	6,0,0,0,0,0,0,0,-13,13,0
clamp	76	59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59	59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
reverse	0	0,0,0	0,0,0
sum	0	78,76,49,-7,-23,-31,-80	62
unique	0	-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77	-77
windows	10	-21,64	
diff	0	76,70,41,19,15,14,13,13,-11,-20,-54,-79	-6,-29,-22,-4,-1,-1,0,-24,-9,-34,-25
prefix	0		
windows	9	63,63,34,29,18,8,6,2,-7,-10,-17,-24,-35,-38,-53,-61,-62,-64,-75,-76	216,143,63,5,-59,-115,-176,-243,-307,-364,-429,-488
unique	0	-67,-60,-59,-47,-43,-34,-31,-31,-10,20,37,54,69	-67,-60,-59,-47,-43,-34,-31,-10,20,37,54,69
windows	16	-51,14,-49,14,32,-74,39,48,-7	
prefix	0	-12706045,-27074169,-13498182,38753436,49680648,-28744819,-9648620,-36711640,18844618,3674504,17959674	-12706045,-39780214,-53278396,-14524960,35155688,6410869,-3237751,-39949391,-21104773,-17430269,529405
clamp	17	-30,-35	-17,-17
